Toode;Maht_ml;Protsent;Etanool;Etanool/€;Pood;Hind;Uuendatud;Link
Vahuvein ALITA SunDay Sweet 7.5% 200ml;200.0;7.5;15.0;7.538;Maxima;1.99;2025-11-12 06:19:00;https://ostukorvid.ee/tooted/77a1f860-288c-41a1-affe-39adb7a02990/vahuvein-alita-sunday-sweet-75percent-200ml
Gaseeritud puuviljavein Wõlu Vahutav Maasikas 6%vol 0,75l;750.0;6.0;45.0;7.513;Rimi;5.99;2025-11-12 08:20:00;https://ostukorvid.ee/tooted/7097a911-1795-4fe1-8510-fba5f64d70fd/gaseeritud-puuviljavein-wolu-vahutav-maasikas-6percentvol-075l
Valge vein Kendermanns Crafted Collection Riesling 9% 0,75l;750.0;9.0;67.5;7.508;Rimi;8.99;2025-11-12 08:10:00;https://ostukorvid.ee/tooted/bae9b3eb-4044-4edf-b619-28e31d8f7470/valge-vein-kendermanns-crafted-collection-riesling-9percent-075l
Vein LAURENT MIQUEL Père Sauv. 12% 750ml;750.0;12.0;90.0;7.506;Maxima;11.99;2025-11-12 06:15:00;https://ostukorvid.ee/tooted/ef7602d1-3fb7-4863-a8fd-c35e04d56af5/vein-laurent-miquel-pere-sauv-12percent-750ml
Kaitstud päritolunimetusega kvaliteetvahuvein Mademoiselle Marguerite AOC Crémant De Limoux Brut Rosé 12%vol 0,75l;750.0;12.0;90.0;7.506;Rimi;11.99;2025-11-12 08:20:00;https://ostukorvid.ee/tooted/d5e75566-134f-47d8-8fd1-d4ba8eff5e49/kaitstud-paritolunimetusega-kvaliteetvahuvein-mademoiselle-marguerite-aoc-cremant-de-limoux-brut-rose-12percentvol-075l
Kaitstud päritolunimetusega kvaliteetvahuvein F.Martenot Cremant de Bourgogne Rose 12%vol 0,75l;750.0;12.0;90.0;7.506;Rimi;11.99;2025-11-12 08:23:00;https://ostukorvid.ee/tooted/7710f4cd-4b91-4791-b940-602c4cefc1d6/kaitstud-paritolunimetusega-kvaliteetvahuvein-fmartenot-cremant-de-bourgogne-rose-12percentvol-075l
Vahuvein Le Grand Noir Brut Reserve 12% 0,75l;750.0;12.0;90.0;7.506;Rimi;11.99;2025-11-12 08:24:00;https://ostukorvid.ee/tooted/562d4e93-5063-4308-bab8-06b51a8469d0/vahuvein-le-grand-noir-brut-reserve-12percent-075l
KPN vein ZONIN Ripasso Valp. 14% 750ml;750.0;14.0;105.0;7.505;Maxima;13.99;2025-11-12 05:25:00;https://ostukorvid.ee/tooted/b48a3cb9-7a2d-4eff-8083-81dfe83d98e2/kpn-vein-zonin-ripasso-valp-14percent-750ml
KPN vein CESARI Pinot Grigio 12.5% 750ml;750.0;12.5;93.75;7.446;Maxima;12.59;2025-11-12 05:24:00;https://ostukorvid.ee/tooted/0d826ccc-d736-40bb-87f3-c57f1cbcc12a/kpn-vein-cesari-pinot-grigio-125percent-750ml
Italo Cescon Refosco KPN vein 12%, 750 ml;750.0;12.0;90.0;7.438;Kaupmees;12.1;2025-11-12 06:25:00;https://ostukorvid.ee/tooted/4f040ed6-0553-4197-a11e-67b74151dbf5/italo-cescon-refosco-kpn-vein-12percent-750-ml
Nua Lambrusco Rosso Dell Emilia KPN poolvahuvein 8%vol 750ml;750.0;8.0;60.0;7.426;Kaupmees;8.08;2025-11-12 06:17:00;https://ostukorvid.ee/tooted/385dc615-e864-4783-b4cf-f7bbb80a7dbe/nua-lambrusco-rosso-dell-emilia-kpn-poolvahuvein-8percentvol-750ml
Kaitstud päritolunimetusega vahuvein Botter Prosecco Spumante DOC 11%vol 0,75l;750.0;11.0;82.5;7.373;Rimi;11.19;2025-11-12 08:12:00;https://ostukorvid.ee/tooted/905ec3eb-f8b3-4402-bdb7-fd55ecae6160/kaitstud-paritolunimetusega-vahuvein-botter-prosecco-spumante-doc-11percentvol-075l
Johann Brunner Riesling Mosel KPN vein 9.5%, 187 ml;187.0;9.5;17.765;7.371;Kaupmees;2.41;2025-11-12 06:20:00;https://ostukorvid.ee/tooted/64f55972-4197-48ba-9a0f-3f57d4923e4e/johann-brunner-riesling-mosel-kpn-vein-95percent-187-ml
Vein QL Vinho Verde 9.5% 750ml;750.0;9.5;71.25;7.353;Maxima;9.69;2025-11-12 06:09:00;https://ostukorvid.ee/tooted/a9ee3d26-2f2f-435c-b7b6-5284d0cedad5/vein-ql-vinho-verde-95percent-750ml
Choya Silver aromatiseeritud veinijook 10% 0,5L;500.0;10.0;50.0;7.353;Kaupmees;6.8;2025-11-12 06:22:00;https://ostukorvid.ee/tooted/2c21f04c-0255-49b0-9f76-80d6a86fe69c/choya-silver-aromatiseeritud-veinijook-10percent-05l
Geograafilise tähisega vein 19 Crimes Cabernet Sauvignon 14%vol 0,75l;750.0;14.0;105.0;7.348;Rimi;14.29;2025-11-12 08:11:00;https://ostukorvid.ee/tooted/0a248e8e-1377-4823-8c4b-ed903151f738/geograafilise-tahisega-vein-19-crimes-cabernet-sauvignon-14percentvol-075l
Geograafilise tähisega vein 19 Crimes Chardonnay 13%vol 0,75l;750.0;13.0;97.5;7.282;Rimi;13.39;2025-11-12 09:08:00;https://ostukorvid.ee/tooted/12870c3d-f01f-46cb-aa7a-289aa37bbd40/geograafilise-tahisega-vein-19-crimes-chardonnay-13percentvol-075l
Vein Umano Saperavi Qvevri 13,5%vol 0,75l;750.0;13.5;101.25;7.237;Rimi;13.99;2025-11-12 08:12:00;https://ostukorvid.ee/tooted/85e25382-2b00-48a3-b6ac-e47ffde2532c/vein-umano-saperavi-qvevri-135percentvol-075l
DETUNDA Frizzante Rose Muscat 5,5% 75cl (roosa, magus);750.0;5.5;41.25;7.137;Kaupmees;5.78;2025-11-12 06:09:00;https://ostukorvid.ee/tooted/a338ebb9-91e7-4be8-9695-a9fc4ec39223/detunda-frizzante-rose-muscat-55percent-75cl-roosa-magus
DETUNDA Frizzante Bianco Verdejo 5,5% 75cl (valge, magus);750.0;5.5;41.25;7.137;Kaupmees;5.78;2025-11-12 06:11:00;https://ostukorvid.ee/tooted/31a3b34a-a377-424e-8a05-189dc258d0bb/detunda-frizzante-bianco-verdejo-55percent-75cl-valge-magus
Puuviljavahuvein Cosmopolitan Diva Berry 5,5%vol 750ml;750.0;5.5;41.25;7.124;Rimi;5.79;2025-11-12 08:07:00;https://ostukorvid.ee/tooted/0d7b4366-4f91-4968-b65a-5de77c3a4ed2/puuviljavahuvein-cosmopolitan-diva-berry-55percentvol-750ml
Johann Brunner Gewürztraminer Prestige KPN vein 11%, 187 ml;187.0;11.0;20.57;7.118;Prisma;2.89;2025-04-16 15:26:00;https://ostukorvid.ee/tooted/dae27088-1d38-4c36-93d6-9cbe481bb3b2/johann-brunner-gewurztraminer-prestige-kpn-vein-11percent-187-ml
Geograafilise tähisega vein Umano Rose poolkuiv 12%vol 0,75l;750.0;12.0;90.0;7.092;Rimi;12.69;2025-11-12 08:22:00;https://ostukorvid.ee/tooted/256159e9-ae31-45cf-8929-91711c036e88/geograafilise-tahisega-vein-umano-rose-poolkuiv-12percentvol-075l
Kaitstud päritolunimetusega vahuvein Faber Riesling Deutscher Sekt Extra Dry 12%vol  0,75l;750.0;12.0;90.0;7.092;Rimi;12.69;2025-11-12 08:24:00;https://ostukorvid.ee/tooted/e8c8c977-c4ed-4a3d-a52b-91eb74feb926/kaitstud-paritolunimetusega-vahuvein-faber-riesling-deutscher-sekt-extra-dry-12percentvol-075l
Doppio Passo Primitivo KGT vein 13%vol 250ml;250.0;13.0;32.5;7.081;Maxima;4.59;2025-11-12 06:21:00;https://ostukorvid.ee/tooted/979f23d7-d0aa-4c86-9e79-8002347721eb/doppio-passo-primitivo-kgt-vein-13percentvol-250ml
Errazuriz Estate Sauvignon Blanc 13% 750ml;750.0;13.0;97.5;7.009;Selver;13.91;2025-11-12 03:22:00;https://ostukorvid.ee/tooted/6b48aec4-7ba3-4742-a3eb-b778ec884fb3/errazuriz-estate-sauvignon-blanc-13percent-750ml
Vein LAURENT MIQUEL Père Cab. 14% 750ml;750.0;14.0;105.0;7.005;Maxima;14.99;2025-11-12 06:15:00;https://ostukorvid.ee/tooted/7cd65b11-ea4c-4414-9ac9-7fe813baf932/vein-laurent-miquel-pere-cab-14percent-750ml
Robertson Nat.Sweet Rose75cl 7.5%;750.0;7.5;56.25;6.902;Maxima;8.15;2025-11-12 06:10:00;https://ostukorvid.ee/tooted/5370fcb0-9c19-4125-8734-525de486b25f/robertson-natsweet-rose75cl-75percent
Robertson Nat.Sweet Red 75cl 7.5%;750.0;7.5;56.25;6.902;Maxima;8.15;2025-11-12 05:26:00;https://ostukorvid.ee/tooted/7ab1d903-9196-4ffc-b37e-78fbeba18cd9/robertson-natsweet-red-75cl-75percent
Matua Rose vein 13%vol 750ml;750.0;13.0;97.5;6.823;Prisma;14.29;2025-03-17 15:20:00;https://ostukorvid.ee/tooted/548420b0-3ed8-42f7-8a8a-8d4e4c448bdc/matua-rose-vein-13percentvol-750ml
Kaitstud päritolunimetusega kvaliteetvahuvein Cava Clos Amador Brut Delicat Reserva 11,5%vol 0,75l;750.0;11.5;86.25;6.797;Rimi;12.69;2025-11-12 08:22:00;https://ostukorvid.ee/tooted/1b3bb523-f64f-4f69-a27f-be58bc880c74/kaitstud-paritolunimetusega-kvaliteetvahuvein-cava-clos-amador-brut-delicat-reserva-115percentvol-075l
Henkell Trocken Piccolo vahuvein 11,5% 200 ml;200.0;11.5;23.0;6.785;Prisma;3.39;2025-04-16 15:13:00;https://ostukorvid.ee/tooted/a0cf349a-19bb-4404-bb7f-dec8c339c54e/henkell-trocken-piccolo-vahuvein-115percent-200-ml
DETUNDA Frizzante Rose Muscat 5,5% 75cl (roosa, magus);750.0;5.5;41.25;6.773;Prisma;6.09;2025-04-16 15:09:00;https://ostukorvid.ee/tooted/a338ebb9-91e7-4be8-9695-a9fc4ec39223/detunda-frizzante-rose-muscat-55percent-75cl-roosa-magus
Barone Montalto Nero D'Avola KGT vein 13%, 187 ml;187.0;13.0;24.31;6.772;Prisma;3.59;2025-04-16 15:16:00;https://ostukorvid.ee/tooted/0307a90e-30bb-4b1d-84c9-53b0176819d5/barone-montalto-nero-davola-kgt-vein-13percent-187-ml
Vahuvein TÖRLEY Charmant 11% 200ml;200.0;11.0;22.0;6.769;Maxima;3.25;2025-11-12 06:12:00;https://ostukorvid.ee/tooted/1124542f-7d05-4d8d-b993-03a9b9a0a534/vahuvein-torley-charmant-11percent-200ml
Gaseeritud puuviljavein MULL Roosa Rabarber 10%vol 0,75l;750.0;10.0;75.0;6.726;Rimi;11.15;2025-11-12 08:09:00;https://ostukorvid.ee/tooted/5906d2ea-890b-4332-8e72-0e75929f4b62/gaseeritud-puuviljavein-mull-roosa-rabarber-10percentvol-075l
Ar.vein.kokt.SAAREMAA RhuSpritz 8% 750ml;750.0;8.0;60.0;6.674;Maxima;8.99;2025-11-12 06:21:00;https://ostukorvid.ee/tooted/479f52a0-987a-456d-9e22-628792865a25/arveinkoktsaaremaa-rhuspritz-8percent-750ml
Kaitstud päritolunimetusega vein Barone Montalto Nero d'Avola 13,5%vol 0,187l;187.0;13.5;25.245;6.661;Rimi;3.79;2025-11-12 08:12:00;https://ostukorvid.ee/tooted/e080babb-3ff2-4b4f-80dc-5b0371090240/kaitstud-paritolunimetusega-vein-barone-montalto-nero-davola-135percentvol-0187l
Vahuvein MARTINI Brut 11.5% 750ml;750.0;11.5;86.25;6.66;Maxima;12.95;2025-11-12 06:10:00;https://ostukorvid.ee/tooted/d61de77c-d348-4e48-8dbb-9a957548bcff/vahuvein-martini-brut-115percent-750ml
Martini Prosecco Rose vahuvein 11,5%vol 750ml;750.0;11.5;86.25;6.64;Maxima;12.99;2025-11-12 06:17:00;https://ostukorvid.ee/tooted/4f1cfd58-390c-462c-81b4-af77e3118ca0/martini-prosecco-rose-vahuvein-115percentvol-750ml
Kaitstud päritolunimetusega vein Zonin Primitivo Di Manduria 14,5%vol 0,75l;750.0;14.5;108.75;6.595;Rimi;16.49;2025-11-12 08:17:00;https://ostukorvid.ee/tooted/3024b861-0d27-4fc0-8b73-f42a039c6990/kaitstud-paritolunimetusega-vein-zonin-primitivo-di-manduria-145percentvol-075l
Kaitstud päritolunimetusega vein Grimaldi Gavi 12,5%vol 0,75l;750.0;12.5;93.75;6.561;Rimi;14.29;2025-11-12 08:21:00;https://ostukorvid.ee/tooted/8d7f8047-9655-483a-a794-b91e3c95e6ca/kaitstud-paritolunimetusega-vein-grimaldi-gavi-125percentvol-075l
Doppio Passo Primitivo KGT vein 13%vol 250ml;250.0;13.0;32.5;6.513;Prisma;4.99;2025-04-16 15:21:00;https://ostukorvid.ee/tooted/979f23d7-d0aa-4c86-9e79-8002347721eb/doppio-passo-primitivo-kgt-vein-13percentvol-250ml
Kaitstud päritolunimetusega vein Bischofliche Riesling 12%vol 0,75l;750.0;12.0;90.0;6.433;Rimi;13.99;2025-11-12 08:12:00;https://ostukorvid.ee/tooted/81ba4120-e4b5-4e41-8161-e77c8601ca46/kaitstud-paritolunimetusega-vein-bischofliche-riesling-12percentvol-075l
Vein Umano Rkatsiteli Qvevri 12%vol 0,75l;750.0;12.0;90.0;6.433;Rimi;13.99;2025-11-12 08:21:00;https://ostukorvid.ee/tooted/97d2606a-962b-41f8-9ea4-d61c85da50b9/vein-umano-rkatsiteli-qvevri-12percentvol-075l
Kaitstud päritolunimetusega kvaliteetvahuvein LaBuble Crémant de Bordeaux Brut 12%vol 0,75l;750.0;12.0;90.0;6.433;Rimi;13.99;2025-11-11 15:23:00;https://ostukorvid.ee/tooted/854b4c76-c584-490d-8863-9207f2c5fa4e/kaitstud-paritolunimetusega-kvaliteetvahuvein-labuble-cremant-de-bordeaux-brut-12percentvol-075l
Kaitstud päritolunimetusega vein Sensi Ninfato Sangiovese 15%vol 0,75l;750.0;15.0;112.5;6.253;Rimi;17.99;2025-11-12 08:09:00;https://ostukorvid.ee/tooted/817d16fd-394d-4119-b7cd-cac730176cbe/kaitstud-paritolunimetusega-vein-sensi-ninfato-sangiovese-15percentvol-075l
Kaitstud päritolunimetusega kvaliteetvahuvein Gratien & Meyer Cremant de Loire Brut 12%, 0,75l;750.0;12.0;90.0;6.211;Rimi;14.49;2025-11-12 08:07:00;https://ostukorvid.ee/tooted/73d52eed-2df5-4101-bfe1-f1bf7f6b6220/kaitstud-paritolunimetusega-kvaliteetvahuvein-gratien-and-meyer-cremant-de-loire-brut-12percent-075l
Kaitstud päritolunimetusega kvaliteetvahuvein Segura Viudas Brut Vintage Cava 12%vol 0,75l;750.0;12.0;90.0;6.211;Rimi;14.49;2025-11-12 08:10:00;https://ostukorvid.ee/tooted/5bc8adbe-95d1-4351-be63-6e71c63f4952/kaitstud-paritolunimetusega-kvaliteetvahuvein-segura-viudas-brut-vintage-cava-12percentvol-075l
Johann Brunner Riesling Mosel KPN vein 9.5%, 187 ml;187.0;9.5;17.765;6.147;Prisma;2.89;2025-04-16 15:20:00;https://ostukorvid.ee/tooted/64f55972-4197-48ba-9a0f-3f57d4923e4e/johann-brunner-riesling-mosel-kpn-vein-95percent-187-ml
Kaitstud päritolunimetusega vein Weinhaus Steffen 11,5%vol 0,75l;750.0;11.5;86.25;6.095;Rimi;14.15;2025-11-12 08:23:00;https://ostukorvid.ee/tooted/95a91539-f8c4-4f6a-a162-92b5f08890b7/kaitstud-paritolunimetusega-vein-weinhaus-steffen-115percentvol-075l
Poolvahuvein Martini Frizzante Semiseco 10,5%vol 0,75l;750.0;10.5;78.75;6.062;Rimi;12.99;2025-11-12 08:08:00;https://ostukorvid.ee/tooted/4b9f3d6c-b2d4-4e9d-95a2-a3d507edd014/poolvahuvein-martini-frizzante-semiseco-105percentvol-075l
Kaitstud geograafilise tähisega vein Sensi Mandriano Vermentino 12,5%vol 0,75l;750.0;12.5;93.75;6.052;Rimi;15.49;2025-11-12 09:20:00;https://ostukorvid.ee/tooted/f66bbe0e-3aa3-4f3f-a1fb-b9e54c02c941/kaitstud-geograafilise-tahisega-vein-sensi-mandriano-vermentino-125percentvol-075l
Italo Cescon Refosco KPN vein 12%, 750 ml;750.0;12.0;90.0;6.004;Prisma;14.99;2025-04-16 15:25:00;https://ostukorvid.ee/tooted/4f040ed6-0553-4197-a11e-67b74151dbf5/italo-cescon-refosco-kpn-vein-12percent-750-ml
Kaitstud päritolunimetusega vein Grimaldi Nebbiolo punane 14%vol 0,75l;750.0;14.0;105.0;6.003;Rimi;17.49;2025-11-12 08:14:00;https://ostukorvid.ee/tooted/3e24e40b-9fc6-42fe-b04f-2d697af7f417/kaitstud-paritolunimetusega-vein-grimaldi-nebbiolo-punane-14percentvol-075l
Kaitstud päritolunimetusega kvaliteetvahuvein Blason Rouge Aoc Cremant RoseLimoux 12,5%vol 0,75l;750.0;12.5;93.75;5.975;Rimi;15.69;2025-11-12 08:10:00;https://ostukorvid.ee/tooted/09b2bbc0-da4d-40fa-8f1e-2b7dcd31188d/kaitstud-paritolunimetusega-kvaliteetvahuvein-blason-rouge-aoc-cremant-roselimoux-125percentvol-075l
Casal Garcia Vinho Branco vein 9,5%vol 250ml;250.0;9.5;23.75;5.952;Prisma;3.99;2025-02-15 15:23:00;https://ostukorvid.ee/tooted/c719e794-6275-4617-8885-61858e820fc3/casal-garcia-vinho-branco-vein-95percentvol-250ml
Kaitstud geograafilise tähisega vein Barone Montalto Pinot Grigio 12%vol 0,187l;187.0;12.0;22.44;5.921;Rimi;3.79;2025-11-12 08:11:00;https://ostukorvid.ee/tooted/9cf8fa15-065d-4bde-86b3-3328cd6b6f00/kaitstud-geograafilise-tahisega-vein-barone-montalto-pinot-grigio-12percentvol-0187l
Kaitstud päritolunimetusega vahuvein Maschio Prosecco Rose Extra Dry 11%vol 0,75l;750.0;11.0;82.5;5.897;Rimi;13.99;2025-11-12 08:18:00;https://ostukorvid.ee/tooted/b5e5d38b-f50e-4c7f-b13e-589f7fad2966/kaitstud-paritolunimetusega-vahuvein-maschio-prosecco-rose-extra-dry-11percentvol-075l
Aromatiseeritud veinijook Fragolino Giacobazzi 7,5%vol 0,75l;750.0;7.5;56.25;5.865;Rimi;9.59;2025-11-12 09:11:00;https://ostukorvid.ee/tooted/04fb8675-9c04-4b63-99c5-818cfdb1071a/aromatiseeritud-veinijook-fragolino-giacobazzi-75percentvol-075l
Vein Marlborough Sauvignon Blanc 2016 12,5%vol 0,75l;750.0;12.5;93.75;5.863;Rimi;15.99;2025-11-12 08:20:00;https://ostukorvid.ee/tooted/fadf7399-75f7-4b85-a1f1-128c03a4bee4/vein-marlborough-sauvignon-blanc-2016-125percentvol-075l
Italo Cescon Refosco KPN vein 12%, 750 ml;750.0;12.0;90.0;5.81;Selver;15.49;2024-03-22 15:25:00;https://ostukorvid.ee/tooted/4f040ed6-0553-4197-a11e-67b74151dbf5/italo-cescon-refosco-kpn-vein-12percent-750-ml
Vein Malbec Barrel Selection Salentein 14,5%vol 0,75l;750.0;14.5;108.75;5.788;Rimi;18.79;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/5587aa9b-0c40-4d67-9794-bf3e256cfcfa/vein-malbec-barrel-selection-salentein-145percentvol-075l
Villa Sandi Valdobbiadene Prosecco KPN kvaliteetvahuvein 11%, 750 ml;750.0;11.0;82.5;5.694;Prisma;14.49;2025-04-16 15:19:00;https://ostukorvid.ee/tooted/2876c53e-a780-40ce-a18f-d790d7ced647/villa-sandi-valdobbiadene-prosecco-kpn-kvaliteetvahuvein-11percent-750-ml
DETUNDA Frizzante Bianco Verdejo 5,5% 75cl (valge, magus);750.0;5.5;41.25;5.658;Prisma;7.29;2025-04-16 15:11:00;https://ostukorvid.ee/tooted/31a3b34a-a377-424e-8a05-189dc258d0bb/detunda-frizzante-bianco-verdejo-55percent-75cl-valge-magus
Kvaliteet vahuvein Schloss Schwansee Cuvee Rose Sekt 11%vol 0,2l;200.0;11.0;22.0;5.656;Rimi;3.89;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/e3585a1e-4f2f-4674-9c8f-02e9416a0ff7/kvaliteet-vahuvein-schloss-schwansee-cuvee-rose-sekt-11percentvol-02l
Kvaliteet vahuvein Schloss Schwansee Cuvee Sekt 11%vol 0,2l;200.0;11.0;22.0;5.656;Rimi;3.89;2025-11-12 08:26:00;https://ostukorvid.ee/tooted/aa6282f1-93d7-477f-a8f2-23db91c76f7b/kvaliteet-vahuvein-schloss-schwansee-cuvee-sekt-11percentvol-02l
Vein Matua Marlborough Sauvignon Blanc 13%vol 0,75l;750.0;13.0;97.5;5.639;Rimi;17.29;2025-11-12 08:23:00;https://ostukorvid.ee/tooted/b51479b8-696e-4acd-894f-988f5d1cd174/vein-matua-marlborough-sauvignon-blanc-13percentvol-075l
Bosio Asti Dolce Millesimato KPN kvaliteetvahuvein 7,5%vol 750ml;750.0;7.5;56.25;5.631;Prisma;9.99;2025-04-16 15:26:00;https://ostukorvid.ee/tooted/0e9a3681-1176-4b96-b574-ae68ea1eb8e6/bosio-asti-dolce-millesimato-kpn-kvaliteetvahuvein-75percentvol-750ml
Kaitstud päritolunimetusega kvaliteetvahuvein B&G Cremante de Bordeaux 12%vol 0,75l;750.0;12.0;90.0;5.629;Rimi;15.99;2025-11-12 08:17:00;https://ostukorvid.ee/tooted/e4448a57-9721-47df-bfc7-b72a6ba7b5e8/kaitstud-paritolunimetusega-kvaliteetvahuvein-bandg-cremante-de-bordeaux-12percentvol-075l
Vah.  FREIXENET Prosecco DOC 11% 750ml;750.0;11.0;82.5;5.518;Maxima;14.95;2025-11-12 06:14:00;https://ostukorvid.ee/tooted/75b7e2c3-7610-4977-8293-d32f61c93e0e/vah-freixenet-prosecco-doc-11percent-750ml
Gaseeritud puuviljavein Rabarbra Mahe 11%vol 0,75l;750.0;11.0;82.5;5.504;Rimi;14.99;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/b160c4b9-c8ce-4daa-8e5a-c376de540df9/gaseeritud-puuviljavein-rabarbra-mahe-11percentvol-075l
Poolvahuvein Martini Frizzante Dolce 9,5%vol 0,75l;750.0;9.5;71.25;5.485;Rimi;12.99;2025-11-12 08:15:00;https://ostukorvid.ee/tooted/0aed4664-5b43-47f8-bd41-5ee6fee61439/poolvahuvein-martini-frizzante-dolce-95percentvol-075l
Kaitstud geograafilise tähisega vein Sensi Tua Rosa 12,5%vol 0,75l;750.0;12.5;93.75;5.422;Rimi;17.29;2025-11-12 08:10:00;https://ostukorvid.ee/tooted/d2c832eb-076a-4a31-856d-9496537d5f81/kaitstud-geograafilise-tahisega-vein-sensi-tua-rosa-125percentvol-075l
Kaitstud päritolunimetusega vein Sensi Vegante Chianti Bio 13%vol 0,75l;750.0;13.0;97.5;5.42;Rimi;17.99;2025-11-12 08:16:00;https://ostukorvid.ee/tooted/629c2d3e-435b-4465-bc9f-8bc21fd7dc71/kaitstud-paritolunimetusega-vein-sensi-vegante-chianti-bio-13percentvol-075l
Vah. FREIXENET Cav.C.Nev.S. 11.5% 200ml;200.0;11.5;23.0;5.412;Maxima;4.25;2025-11-12 06:15:00;https://ostukorvid.ee/tooted/c469b512-b135-4b2c-8b4c-bb9fb49b9e1c/vah-freixenet-cavcnevs-115percent-200ml
Kaitstud päritolunimetusega vahuvein Andrea Bocelli Prosecco DOC 11%vol 0,75l;750.0;11.0;82.5;5.396;Rimi;15.29;2025-11-12 08:11:00;https://ostukorvid.ee/tooted/24f14bd4-3d0d-4d89-a83a-8d2cc152108d/kaitstud-paritolunimetusega-vahuvein-andrea-bocelli-prosecco-doc-11percentvol-075l
Villa Sandi Valdobbiadene Prosecco KPN kvaliteetvahuvein 11%, 750 ml;750.0;11.0;82.5;5.378;Selver;15.34;2025-11-12 03:19:00;https://ostukorvid.ee/tooted/2876c53e-a780-40ce-a18f-d790d7ced647/villa-sandi-valdobbiadene-prosecco-kpn-kvaliteetvahuvein-11percent-750-ml
Gaseeritud puuviljavein MULL Roosa Rabarber 10%vol 0,2l;200.0;10.0;20.0;5.141;Rimi;3.89;2025-11-12 08:23:00;https://ostukorvid.ee/tooted/e0daad71-c15a-4603-bc2b-6b5f19568f84/gaseeritud-puuviljavein-mull-roosa-rabarber-10percentvol-02l
Puuviljavahuvein MULL Fresca maasikas 6%vol 0,75l;750.0;6.0;45.0;5.119;Rimi;8.79;2025-11-12 08:25:00;https://ostukorvid.ee/tooted/02d9a95b-fe19-4cb8-8bff-86937afd3333/puuviljavahuvein-mull-fresca-maasikas-6percentvol-075l
Vah. FREIXENET Cav.C.Neg.Br. 11.5% 200ml;200.0;11.5;23.0;5.011;Maxima;4.59;2025-11-12 06:15:00;https://ostukorvid.ee/tooted/46c2469e-cdef-44f0-831c-4701b2e61f50/vah-freixenet-cavcnegbr-115percent-200ml
Kaitstud päritolunimetusega vein Pasal De Esile Godello 13%vol 0,75l;750.0;13.0;97.5;5.003;Rimi;19.49;2025-11-12 08:09:00;https://ostukorvid.ee/tooted/3c6a7512-29a8-4bca-94cb-eebe0605a1e6/kaitstud-paritolunimetusega-vein-pasal-de-esile-godello-13percentvol-075l
Geograafilise tähisega vein Teliani Valley Khvanchkara 11,5%vol 0,75l;750.0;11.5;86.25;4.988;Rimi;17.29;2025-11-12 08:19:00;https://ostukorvid.ee/tooted/8c55e01e-0526-406e-adfa-6a22dbcaded3/geograafilise-tahisega-vein-teliani-valley-khvanchkara-115percentvol-075l
Bosio Asti Dolce Millesimato KPN kvaliteetvahuvein 7,5%vol 750ml;750.0;7.5;56.25;4.965;Kaupmees;11.33;2025-11-12 06:26:00;https://ostukorvid.ee/tooted/0e9a3681-1176-4b96-b574-ae68ea1eb8e6/bosio-asti-dolce-millesimato-kpn-kvaliteetvahuvein-75percentvol-750ml
Kaitstud päritolunimetusega vahuvein Moscato Asti Donelli 7%vol 0,75l;750.0;7.0;52.5;4.911;Rimi;10.69;2025-11-12 08:26:00;https://ostukorvid.ee/tooted/e168999c-e3da-405c-828b-3c2cf6d2a50c/kaitstud-paritolunimetusega-vahuvein-moscato-asti-donelli-7percentvol-075l
Gaseeritud puuviljavein Diana 8%vol 0,75l;750.0;8.0;60.0;4.804;Rimi;12.49;2025-11-12 08:21:00;https://ostukorvid.ee/tooted/c415eca6-72b3-4e3d-8520-375ccf37d083/gaseeritud-puuviljavein-diana-8percentvol-075l
Kaitstud päritolunimetusega vahuvein Maschio Prosecco DOC Treviso Extra Dry 11%vol 0,2l;200.0;11.0;22.0;4.793;Rimi;4.59;2025-11-12 08:15:00;https://ostukorvid.ee/tooted/161e8d05-a567-437f-85ee-00c6df9d211c/kaitstud-paritolunimetusega-vahuvein-maschio-prosecco-doc-treviso-extra-dry-11percentvol-02l
Vah. MASCHIO Sp. Rose Ext. Dry 11% 200ml;200.0;11.0;22.0;4.793;Maxima;4.59;2025-11-12 06:19:00;https://ostukorvid.ee/tooted/eb15d8f4-14d2-45ba-bee9-b7cbaa5a2e03/vah-maschio-sp-rose-ext-dry-11percent-200ml
Kaitstud päritolunimetusega kvaliteetvahuvein Blason Rouge Aoc Cremant De Limoux 12,5%vol 0,75l;750.0;12.5;93.75;4.69;Rimi;19.99;2025-11-12 08:21:00;https://ostukorvid.ee/tooted/4c75890d-c9d9-40ee-a30f-77bb1132c4bf/kaitstud-paritolunimetusega-kvaliteetvahuvein-blason-rouge-aoc-cremant-de-limoux-125percentvol-075l
Kaitstud päritolunimetusega vahuvein Poll Fabaire Brut 12,5%vol 0,75l;750.0;12.5;93.75;4.643;Rimi;20.19;2025-11-12 08:24:00;https://ostukorvid.ee/tooted/39655d51-bbb4-43b9-9a67-cb6521f739b8/kaitstud-paritolunimetusega-vahuvein-poll-fabaire-brut-125percentvol-075l
