Toode;Maht_ml;Protsent;Etanool;Etanool/€;Pood;Hind;Uuendatud;Link
KPN vein GRAN MIRADOR DarkBlend13% 750ml;750.0;13.0;97.5;13.948;Maxima;6.99;2025-11-12 06:15:00;https://ostukorvid.ee/tooted/0cef76e5-ceaa-4eb0-bf7d-c864ddb48ac8/kpn-vein-gran-mirador-darkblend13percent-750ml
KPN vein GRAN MIRADOR RedBlend 13% 750ml;750.0;13.0;97.5;13.948;Maxima;6.99;2025-11-12 06:16:00;https://ostukorvid.ee/tooted/039bb476-8e79-4a5a-afcb-e96001ab885c/kpn-vein-gran-mirador-redblend-13percent-750ml
Georgian Valleys Alazani Valley GT vein 12% 750 ml;750.0;12.0;90.0;13.804;Hinnapomm;6.52;2025-11-12 07:22:00;https://ostukorvid.ee/tooted/84922519-fd43-4803-8033-97ab706d36cc/georgian-valleys-alazani-valley-gt-vein-12percent-750-ml
Vein LA POSADA Tempranillo 13.5% 750ml;750.0;13.5;101.25;13.776;Maxima;7.35;2025-11-12 06:11:00;https://ostukorvid.ee/tooted/3f14e38f-c137-4727-8e40-aabbbef03c6c/vein-la-posada-tempranillo-135percent-750ml
Silverboom Chardonnay 14% 750ml;750.0;14.0;105.0;13.725;Maxima;7.65;2025-11-12 06:22:00;https://ostukorvid.ee/tooted/b2909399-0376-414f-8c8a-fde269e6ba5b/silverboom-chardonnay-14percent-750ml
MAORI BAY Selection Zinfandel 13,5% 75cl (punane, kuiv);750.0;13.5;101.25;13.609;Kaupmees;7.44;2025-11-12 06:18:00;https://ostukorvid.ee/tooted/b4e62413-4cd6-43cd-8dcb-25edecad2ff5/maori-bay-selection-zinfandel-135percent-75cl-punane-kuiv
Hardys Nottage Hill Chardonnay GT vein 13,5%vol 1,5 l;1500.0;13.5;202.5;13.509;Prisma;14.99;2025-04-16 15:18:00;https://ostukorvid.ee/tooted/b616992c-8539-40b7-97b3-cfb01c832e75/hardys-nottage-hill-chardonnay-gt-vein-135percentvol-15-l
Vein BOLLINO Rose 10% 750ml;750.0;10.0;75.0;13.417;Maxima;5.59;2025-11-12 06:17:00;https://ostukorvid.ee/tooted/bb793bce-7a98-4de7-91a1-4af6c81c8252/vein-bollino-rose-10percent-750ml
Vein CHILL OUT Cr.&Fr C.B. 12.5% 1.5 L;1500.0;12.5;187.5;13.402;Maxima;13.99;2025-11-12 06:17:00;https://ostukorvid.ee/tooted/6a6e2b17-8da2-47a4-a6fb-8fa55390083c/vein-chill-out-crandfr-cb-125percent-15-l
Vahuvein TÖRLEY Charmant Rose11,5% 750ml;750.0;11.5;86.25;13.372;Maxima;6.45;2025-11-12 05:17:00;https://ostukorvid.ee/tooted/10780f1a-45d4-44ce-afe3-4604a530e806/vahuvein-torley-charmant-rose115percent-750ml
Blossa Vinglögg glögi aromatiseeritud veinijook 10%vol 2l;2000.0;10.0;200.0;13.342;Prisma;14.99;2024-02-21 15:12:00;https://ostukorvid.ee/tooted/dd60c438-f76a-4e43-9501-a81b38847995/blossa-vinglogg-glogi-aromatiseeritud-veinijook-10percentvol-2l
Garling Muscat Semi Sweet vein 12%vol 750ml;750.0;12.0;90.0;13.255;Prisma;6.79;2025-04-16 15:22:00;https://ostukorvid.ee/tooted/b378ad25-6608-43c4-a1eb-215196ffee94/garling-muscat-semi-sweet-vein-12percentvol-750ml
Georgian Valleys Alazani Valley vein 11,5% 750 ml;750.0;11.5;86.25;13.229;Hinnapomm;6.52;2025-11-12 08:08:00;https://ostukorvid.ee/tooted/1805588e-b105-4493-b7e0-7f9cc265e50a/georgian-valleys-alazani-valley-vein-115percent-750-ml
Santa Ana Caracter Cabernet Malbec vein 12,5%vol 750ml;750.0;12.5;93.75;13.223;Prisma;7.09;2025-04-16 15:13:00;https://ostukorvid.ee/tooted/238c24fa-ad79-4b40-b35e-9b099edad235/santa-ana-caracter-cabernet-malbec-vein-125percentvol-750ml
Kaitstud päritolunimetusega vein Ruppertsberger Pfalz Rose 11% 3l;3000.0;11.0;330.0;13.205;Rimi;24.99;2025-11-12 08:23:00;https://ostukorvid.ee/tooted/56cb7f17-f119-444c-9163-b9b2d0d383a3/kaitstud-paritolunimetusega-vein-ruppertsberger-pfalz-rose-11percent-3l
Imperial Glögg 10%, 750 ml;750.0;10.0;75.0;13.181;Coop;5.69;2024-07-20 15:09:00;https://ostukorvid.ee/tooted/64f637c9-6ed0-4d43-be30-c461b72bbd5d/imperial-glogg-10percent-750-ml
Aromatiseeritud puuviljavein Kirsi Hõõgvein 10,5%vol 0,75l;750.0;10.5;78.75;13.147;Rimi;5.99;2025-11-12 08:20:00;https://ostukorvid.ee/tooted/3107cd21-fc33-47fe-bb8a-b7390aaf753c/aromatiseeritud-puuviljavein-kirsi-hoogvein-105percentvol-075l
Vein With Love Hard&Rock Cabernet Sauvignon BIO 14%vol 0,75l;750.0;14.0;105.0;13.141;Rimi;7.99;2025-11-12 08:07:00;https://ostukorvid.ee/tooted/e269f337-ea43-4dac-9ee9-6d60f5df6e90/vein-with-love-hardandrock-cabernet-sauvignon-bio-14percentvol-075l
Kaitstud geograafilise tähisega vein Casa Charlize Passonata Primitivo IGT Puglia 14%vol 0,75l;750.0;14.0;105.0;13.141;Rimi;7.99;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/b200f739-4977-4881-a9bd-ed0b565cafbd/kaitstud-geograafilise-tahisega-vein-casa-charlize-passonata-primitivo-igt-puglia-14percentvol-075l
Casa Charlize Floreale Pinot Grigio KGT vein 12%vol 3L;3000.0;12.0;360.0;13.096;Prisma;27.49;2025-04-16 15:15:00;https://ostukorvid.ee/tooted/447328b7-fb08-4e38-97c7-1655ceef4020/casa-charlize-floreale-pinot-grigio-kgt-vein-12percentvol-3l
Dreamer Late Harvest Cabernet Sauvignon vein 12,5%vol 750ml;750.0;12.5;93.75;13.021;Kaupmees;7.2;2025-11-12 06:25:00;https://ostukorvid.ee/tooted/0ca7cf83-0ddb-48fd-bd74-114a1d712792/dreamer-late-harvest-cabernet-sauvignon-vein-125percentvol-750ml
Imperial Glögg 10%, 750 ml;750.0;10.0;75.0;12.953;Prisma;5.79;2025-01-16 15:09:00;https://ostukorvid.ee/tooted/64f637c9-6ed0-4d43-be30-c461b72bbd5d/imperial-glogg-10percent-750-ml
Prince Henry Demi Sec vahuvein 11% 750 ml;750.0;11.0;82.5;12.911;Kaupmees;6.39;2025-11-12 06:12:00;https://ostukorvid.ee/tooted/371e3d34-96b1-430e-95c2-a9efbd4d87b9/prince-henry-demi-sec-vahuvein-11percent-750-ml
Kaitstud geograafilise tähisega vein Casa Charlize Floreale Pinot Grigio Terre Siciliane IGT 12%vol 0,75l;750.0;12.0;90.0;12.876;Rimi;6.99;2025-11-12 08:10:00;https://ostukorvid.ee/tooted/00003893-76a1-40de-a4ec-a7cd360fdc5b/kaitstud-geograafilise-tahisega-vein-casa-charlize-floreale-pinot-grigio-terre-siciliane-igt-12percentvol-075l
Geograafilise tähisega vein Teliani Valley Alazani Valley Red 12%vol 0,75l;750.0;12.0;90.0;12.876;Rimi;6.99;2025-11-12 08:12:00;https://ostukorvid.ee/tooted/2f5f3220-f400-476b-9521-2c3d0f48af1e/geograafilise-tahisega-vein-teliani-valley-alazani-valley-red-12percentvol-075l
Aromatiseeritud puuviljavein VORUTA Winterspice 8,5%, 750ml;750.0;8.5;63.75;12.776;Sumena;4.99;2025-11-12 07:10:00;https://ostukorvid.ee/tooted/a6103076-af2d-47f8-8997-7d6f1bd55cc0/aromatiseeritud-puuviljavein-voruta-winterspice-85percent-750ml
Kaitstud päritolunimetusega vein Johann Brunner Gewürztraminer 2016 11%vol 0,75l;750.0;11.0;82.5;12.712;Rimi;6.49;2025-11-12 08:18:00;https://ostukorvid.ee/tooted/b01cfc38-417e-4017-9620-a5934741c68c/kaitstud-paritolunimetusega-vein-johann-brunner-gewurztraminer-2016-11percentvol-075l
Vein With Love BBQ&Bistecca Syrah BIO 13,5%vol 0,75l;750.0;13.5;101.25;12.672;Rimi;7.99;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/9d13dc00-abdd-4106-b17b-ef51f24f34ad/vein-with-love-bbqandbistecca-syrah-bio-135percentvol-075l
La Finca Malbec GT vein 13%vol 750ml;750.0;13.0;97.5;12.646;Kaupmees;7.71;2025-11-12 06:22:00;https://ostukorvid.ee/tooted/7834fd82-bf9f-4b38-8fe8-2e4217e2e06d/la-finca-malbec-gt-vein-13percentvol-750ml
Kaitstud geograafilise tähisega vein Barone Monalto Pinot Grigio 12%vol 3l BIB;3000.0;12.0;360.0;12.548;Rimi;28.69;2025-11-12 08:09:00;https://ostukorvid.ee/tooted/362385ce-56f8-4ee3-b54e-c63f20751803/kaitstud-geograafilise-tahisega-vein-barone-monalto-pinot-grigio-12percentvol-3l-bib
Il Capolavoro Sangiovese KGT vein 12,5%,750 ml;750.0;12.5;93.75;12.517;Prisma;7.49;2025-04-16 15:17:00;https://ostukorvid.ee/tooted/3a5eb94b-3285-4c8c-9466-2613bc207412/il-capolavoro-sangiovese-kgt-vein-125percent750-ml
Dreamer Late Harvest Chardonnay vein 12%vol 750ml;750.0;12.0;90.0;12.5;Kaupmees;7.2;2025-11-12 06:16:00;https://ostukorvid.ee/tooted/94b8b154-eba1-4ecd-92bc-493a7d587730/dreamer-late-harvest-chardonnay-vein-12percentvol-750ml
Kaitstud geograafilise tähisega vein Casa Charlize Floreale Pinot Grigio Blush 12%vol 3l;3000.0;12.0;360.0;12.418;Rimi;28.99;2025-11-12 08:19:00;https://ostukorvid.ee/tooted/4b0326a4-728e-4ce9-a8de-e3fc62ee994f/kaitstud-geograafilise-tahisega-vein-casa-charlize-floreale-pinot-grigio-blush-12percentvol-3l
Gayason punane poolmagus granaatõuna vein 12,5% 0,75L;750.0;12.5;93.75;12.417;Hinnapomm;7.55;2025-11-12 07:19:00;https://ostukorvid.ee/tooted/bb8b3547-4938-4cad-b0f8-25594165ddbc/gayason-punane-poolmagus-granaatouna-vein-125percent-075l
Vahuvein Törley Fortuna 10,5%vol 0,75l;750.0;10.5;78.75;12.402;Rimi;6.35;2025-11-12 08:11:00;https://ostukorvid.ee/tooted/f8494f91-205d-4636-84a7-68fc436caa22/vahuvein-torley-fortuna-105percentvol-075l
Kaitstud geograafilise tähisega vein Les Mougeottes Reserve Speciale Rose Pays d'Oc 12,5%vol 0,75l;750.0;12.5;93.75;12.352;Rimi;7.59;2025-11-12 08:14:00;https://ostukorvid.ee/tooted/d65b4a0b-5e24-4d4b-8697-e2a10191f6a8/kaitstud-geograafilise-tahisega-vein-les-mougeottes-reserve-speciale-rose-pays-doc-125percentvol-075l
Stony Ocean Camps Bay Pink GT vein 12,5%vol 750ml;750.0;12.5;93.75;12.352;Prisma;7.59;2025-04-16 15:19:00;https://ostukorvid.ee/tooted/41091170-957f-4409-b38b-9a2d80ebfabc/stony-ocean-camps-bay-pink-gt-vein-125percentvol-750ml
Kaitstud päritolunimetusega vahuvein Donelli Prosecco Rose 11,5%vol 0,75l;750.0;11.5;86.25;12.339;Rimi;6.99;2025-11-12 08:11:00;https://ostukorvid.ee/tooted/739aa9fa-4fc4-4450-aaa1-5916b5a9cbf4/kaitstud-paritolunimetusega-vahuvein-donelli-prosecco-rose-115percentvol-075l
Geograafilise tähisega vein Teliani Valley Alazani Valley White 11,5%vol 0,75l;750.0;11.5;86.25;12.339;Rimi;6.99;2025-11-12 08:19:00;https://ostukorvid.ee/tooted/16ff68fa-f048-478f-a4d3-e51f9c85dce7/geograafilise-tahisega-vein-teliani-valley-alazani-valley-white-115percentvol-075l
Vein JP. Chenet Colombard-Chardonnay 11,5% 3l;3000.0;11.5;345.0;12.326;Rimi;27.99;2025-11-12 08:25:00;https://ostukorvid.ee/tooted/0a905055-fbfa-4775-8773-64c45f866edf/vein-jp-chenet-colombard-chardonnay-115percent-3l
Vein FRANZ HOFFNER Weisswein 10.5% 750ml;750.0;10.5;78.75;12.324;Maxima;6.39;2025-11-12 05:21:00;https://ostukorvid.ee/tooted/4f904e46-4a81-4a9d-9ba0-c482439a68c7/vein-franz-hoffner-weisswein-105percent-750ml
Il Capolavoro Sangiovese KGT vein 12,5%,750 ml;750.0;12.5;93.75;12.287;Kaupmees;7.63;2025-11-12 06:17:00;https://ostukorvid.ee/tooted/3a5eb94b-3285-4c8c-9466-2613bc207412/il-capolavoro-sangiovese-kgt-vein-125percent750-ml
MAORI BAY Selection Zinfandel 13,5% 75cl (punane, kuiv);750.0;13.5;101.25;12.214;Prisma;8.29;2025-04-16 15:18:00;https://ostukorvid.ee/tooted/b4e62413-4cd6-43cd-8dcb-25edecad2ff5/maori-bay-selection-zinfandel-135percent-75cl-punane-kuiv
Kaitstud geograafilise tähisega vein Detective Viognier 13% 0,75l;750.0;13.0;97.5;12.203;Rimi;7.99;2025-11-12 08:07:00;https://ostukorvid.ee/tooted/67051ea7-4ac8-4b06-ae07-c702cbd9f703/kaitstud-geograafilise-tahisega-vein-detective-viognier-13percent-075l
Geograafilise tähisega vein Teliani Valley Saperavi 13%vol 0,75l;750.0;13.0;97.5;12.203;Rimi;7.99;2025-11-12 08:08:00;https://ostukorvid.ee/tooted/668b2202-da9c-44bb-acf3-40915d99a9cd/geograafilise-tahisega-vein-teliani-valley-saperavi-13percentvol-075l
Kaitstud geograafilise tähisega vein Les Mougeottes Reserve Speciale Blanc Pays d'Oc 13%vol 0,75l;750.0;13.0;97.5;12.203;Rimi;7.99;2025-11-12 08:16:00;https://ostukorvid.ee/tooted/1ec723ac-e1ae-49d0-bd86-e1a5bbc9a476/kaitstud-geograafilise-tahisega-vein-les-mougeottes-reserve-speciale-blanc-pays-doc-13percentvol-075l
Vein With Love Culo&Camicia Sauvignon BIO 13%vol 0,75l;750.0;13.0;97.5;12.203;Rimi;7.99;2025-11-12 08:18:00;https://ostukorvid.ee/tooted/e9a2887b-9538-4bf7-8aed-ee625266d3ef/vein-with-love-culoandcamicia-sauvignon-bio-13percentvol-075l
Il Capolavoro Appassimento Bianco KGT vein 13%vol 750ml;750.0;13.0;97.5;12.203;Prisma;7.99;2025-04-16 15:19:00;https://ostukorvid.ee/tooted/fa9eb798-b7d5-4e80-abae-20c919ce5797/il-capolavoro-appassimento-bianco-kgt-vein-13percentvol-750ml
Bodegas Volver Wrongo Dongo Monastrell, punane vein 14,5% 750ml;750.0;14.5;108.75;12.097;Sumena;8.99;2025-11-12 07:23:00;https://ostukorvid.ee/tooted/2ad4163f-8dec-41e9-a9f1-9585c879b419/bodegas-volver-wrongo-dongo-monastrell-punane-vein-145percent-750ml
Gustav Moselland Riesling Trocken KPN vein 12% 750 ml;750.0;12.0;90.0;12.032;Kaupmees;7.48;2025-11-12 06:07:00;https://ostukorvid.ee/tooted/2be8fbc5-ae23-40ef-b5ed-1d05223bae90/gustav-moselland-riesling-trocken-kpn-vein-12percent-750-ml
Kaitstud geograafilise tähisega vein Casa Charlize Pinot Grigio Terre Siciliane IGT 12%vol 3l;3000.0;12.0;360.0;12.004;Rimi;29.99;2025-11-12 08:17:00;https://ostukorvid.ee/tooted/9d586047-02bf-48e1-ac9a-8eb96949ab9e/kaitstud-geograafilise-tahisega-vein-casa-charlize-pinot-grigio-terre-siciliane-igt-12percentvol-3l
Casal Garcia Vinho Branco vein 9,5%vol 250ml;250.0;9.5;23.75;11.995;Kaupmees;1.98;2025-11-12 06:23:00;https://ostukorvid.ee/tooted/c719e794-6275-4617-8885-61858e820fc3/casal-garcia-vinho-branco-vein-95percentvol-250ml
Wine Makers Pride Primitivo GT vein 14%vol 750ml;750.0;14.0;105.0;11.945;Prisma;8.79;2024-07-20 15:13:00;https://ostukorvid.ee/tooted/20b0a3c6-b06d-4fb8-b488-79dd2904fe0e/wine-makers-pride-primitivo-gt-vein-14percentvol-750ml
Maori Bay Pinot Grigio 11.5% 750ml;750.0;11.5;86.25;11.897;Coop;7.25;2025-11-12 06:16:00;https://ostukorvid.ee/tooted/023694be-a279-4a47-b6fc-6271b7da0738/maori-bay-pinot-grigio-115percent-750ml
Zonin Limoneto Spritz aromatiseeritud veinijook 11%vol 750ml;750.0;11.0;82.5;11.888;Kaupmees;6.94;2025-11-12 06:15:00;https://ostukorvid.ee/tooted/c9d0612a-9971-4353-a64d-9213821da030/zonin-limoneto-spritz-aromatiseeritud-veinijook-11percentvol-750ml
Georgian Valleys Alazani Valley GT vein 12% 750 ml;750.0;12.0;90.0;11.858;Prisma;7.59;2025-02-15 15:22:00;https://ostukorvid.ee/tooted/84922519-fd43-4803-8033-97ab706d36cc/georgian-valleys-alazani-valley-gt-vein-12percent-750-ml
Vahuvein Contarini Blanc de Blancs Millesimato Extra Dry 11%vol 0,75l;750.0;11.0;82.5;11.803;Rimi;6.99;2025-11-12 09:08:00;https://ostukorvid.ee/tooted/b8591a41-9d6f-43a4-9478-0989d355d0ea/vahuvein-contarini-blanc-de-blancs-millesimato-extra-dry-11percentvol-075l
Kaitstud päritolunimetusega vahuvein Ricordi Prosecco Doc Brut Rose 11%vol 0,75l;750.0;11.0;82.5;11.803;Rimi;6.99;2025-11-12 08:09:00;https://ostukorvid.ee/tooted/eeaef8c9-70df-4db6-8d0a-6d7af8e4559d/kaitstud-paritolunimetusega-vahuvein-ricordi-prosecco-doc-brut-rose-11percentvol-075l
TULIPUNANE Talleke hõõgvein 11% 75cl;750.0;11.0;82.5;11.803;Prisma;6.99;2025-01-16 15:16:00;https://ostukorvid.ee/tooted/ea299e03-defb-4d3c-aadf-49b6f12c11f1/tulipunane-talleke-hoogvein-11percent-75cl
Kaitstud päritolunimetusega vahuvein Franzini Prosecco Doc 11% 0,75l;750.0;11.0;82.5;11.803;Rimi;6.99;2025-11-12 08:18:00;https://ostukorvid.ee/tooted/c63ad4f4-d9c9-4bec-9f4a-9e4be5b155e2/kaitstud-paritolunimetusega-vahuvein-franzini-prosecco-doc-11percent-075l
Kaitstud päritolunimetusega vahuvein Ricordi Prosecco Doc Brut 11%vol 0,75l;750.0;11.0;82.5;11.803;Rimi;6.99;2025-11-12 08:25:00;https://ostukorvid.ee/tooted/b792faca-c563-4fd2-83d3-df3911db4d33/kaitstud-paritolunimetusega-vahuvein-ricordi-prosecco-doc-brut-11percentvol-075l
Blossa Vinglögg glögi aromatiseeritud veinijook 10%vol 2l;2000.0;10.0;200.0;11.772;Kaupmees;16.99;2025-11-12 06:12:00;https://ostukorvid.ee/tooted/dd60c438-f76a-4e43-9501-a81b38847995/blossa-vinglogg-glogi-aromatiseeritud-veinijook-10percentvol-2l
Georgian Valleys Alazani Valley GT vein 12% 750 ml;750.0;12.0;90.0;11.688;Kaupmees;7.7;2025-04-16 15:22:00;https://ostukorvid.ee/tooted/84922519-fd43-4803-8033-97ab706d36cc/georgian-valleys-alazani-valley-gt-vein-12percent-750-ml
Silverboom Chardonnay 14% 750ml;750.0;14.0;105.0;11.68;Prisma;8.99;2025-04-16 15:22:00;https://ostukorvid.ee/tooted/b2909399-0376-414f-8c8a-fde269e6ba5b/silverboom-chardonnay-14percent-750ml
Kaitstud päritolunimetusega vein Ramblas Reales Crianza 13%vol 0,75l;750.0;13.0;97.5;11.621;Rimi;8.39;2025-11-12 08:12:00;https://ostukorvid.ee/tooted/db10133e-dc66-4746-9ecb-d638e8be9337/kaitstud-paritolunimetusega-vein-ramblas-reales-crianza-13percentvol-075l
Maori Bay Pinot Grigio 11.5% 750ml;750.0;11.5;86.25;11.593;Kaupmees;7.44;2025-11-12 06:16:00;https://ostukorvid.ee/tooted/023694be-a279-4a47-b6fc-6271b7da0738/maori-bay-pinot-grigio-115percent-750ml
Trapiche Varietals Malbec GT vein 12,5% 750 ml;750.0;12.5;93.75;11.588;Prisma;8.09;2025-04-16 15:12:00;https://ostukorvid.ee/tooted/c0afcbc6-136f-4c53-9c2e-b883fd239f1c/trapiche-varietals-malbec-gt-vein-125percent-750-ml
Vein LA POSADA Verdejo Org 12.5% 750ml;750.0;12.5;93.75;11.588;Maxima;8.09;2025-11-12 05:24:00;https://ostukorvid.ee/tooted/658b5125-92d7-4a51-bff3-330e0d7d2201/vein-la-posada-verdejo-org-125percent-750ml
Imperial Glögg 10%, 750 ml;750.0;10.0;75.0;11.556;Kaupmees;6.49;2025-11-12 06:09:00;https://ostukorvid.ee/tooted/64f637c9-6ed0-4d43-be30-c461b72bbd5d/imperial-glogg-10percent-750-ml
Royal Oporto Extra Dry White KPN liköörvein 19%vol 750ml;750.0;19.0;142.5;11.538;Kaupmees;12.35;2025-11-12 06:13:00;https://ostukorvid.ee/tooted/1fc24b6e-0919-4808-963d-06f98fc07de7/royal-oporto-extra-dry-white-kpn-likoorvein-19percentvol-750ml
Vein PRIMAVERA Rose 11.5% 750ml;750.0;11.5;86.25;11.515;Maxima;7.49;2025-11-12 05:24:00;https://ostukorvid.ee/tooted/de0aa071-9918-4b7a-8bc7-ee2292ad51c2/vein-primavera-rose-115percent-750ml
Geograafilise tähisega vein Maori Bay Sauvignon Blanc Australia 12%vol 2l;2000.0;12.0;240.0;11.434;Rimi;20.99;2025-11-12 09:08:00;https://ostukorvid.ee/tooted/490ad644-74fd-4f58-9fab-605240f8b617/geograafilise-tahisega-vein-maori-bay-sauvignon-blanc-australia-12percentvol-2l
Georgian Valleys Alazani Valley vein 11,5% 750 ml;750.0;11.5;86.25;11.364;Prisma;7.59;2025-03-17 15:08:00;https://ostukorvid.ee/tooted/1805588e-b105-4493-b7e0-7f9cc265e50a/georgian-valleys-alazani-valley-vein-115percent-750-ml
Maori Bay Shiraz Rose GT vein 12,5%vol 750ml;750.0;12.5;93.75;11.364;Kaupmees;8.25;2025-11-12 06:16:00;https://ostukorvid.ee/tooted/9eba62d7-cff9-495b-8401-8e3c0a36c9ba/maori-bay-shiraz-rose-gt-vein-125percentvol-750ml
Kuiv valge vein Les Mougeottes Grande Reserve Blanc 11,5% 0,75l;750.0;11.5;86.25;11.364;Rimi;7.59;2025-11-12 08:24:00;https://ostukorvid.ee/tooted/f3ac8a5a-32f2-45a9-95ce-8c54d0cca2c2/kuiv-valge-vein-les-mougeottes-grande-reserve-blanc-115percent-075l
Kaitstud päritolunimetusega valge vein Ruppertsberger Pfalz Sauvignon Blanc 13%vol 0,75l;750.0;13.0;97.5;11.35;Rimi;8.59;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/14d3e525-1492-4805-a16f-d71f91e03d16/kaitstud-paritolunimetusega-valge-vein-ruppertsberger-pfalz-sauvignon-blanc-13percentvol-075l
Tarapaca Varietal Chardonnay GT vein 13%, 750 ml;750.0;13.0;97.5;11.35;Prisma;8.59;2025-04-16 15:14:00;https://ostukorvid.ee/tooted/304678a5-f562-4ea2-83f9-5f7af9231bfd/tarapaca-varietal-chardonnay-gt-vein-13percent-750-ml
Acantus Tempranillo Cabernet Sauvignon KPN vein 12,5%vol 750ml;750.0;12.5;93.75;11.35;Kaupmees;8.26;2025-11-12 06:14:00;https://ostukorvid.ee/tooted/c091bd1b-ebde-4bea-bdd8-09964f5d688c/acantus-tempranillo-cabernet-sauvignon-kpn-vein-125percentvol-750ml
Il Capolavoro Appassimento Bianco KGT vein 13%vol 750ml;750.0;13.0;97.5;11.285;Kaupmees;8.64;2025-11-12 06:19:00;https://ostukorvid.ee/tooted/fa9eb798-b7d5-4e80-abae-20c919ce5797/il-capolavoro-appassimento-bianco-kgt-vein-13percentvol-750ml
Kaitstud päritolunimetusega vein La Jaglerie Rose d'Anjou 10,5%vol 0,75l;750.0;10.5;78.75;11.266;Rimi;6.99;2025-11-12 08:19:00;https://ostukorvid.ee/tooted/7ca90387-f5b7-4aff-b8d5-ce9deba2f4c0/kaitstud-paritolunimetusega-vein-la-jaglerie-rose-danjou-105percentvol-075l
Oscar Haussmann Oh01 Riesling Dry KGT vein 10,5%vol 750ml;750.0;10.5;78.75;11.266;Prisma;6.99;2025-04-16 15:24:00;https://ostukorvid.ee/tooted/46aca5df-cff9-4df2-b3cc-9ec176b2d84a/oscar-haussmann-oh01-riesling-dry-kgt-vein-105percentvol-750ml
Vein 3 Passo roosa kuiv öko 12%vol 0,75l;750.0;12.0;90.0;11.264;Rimi;7.99;2025-11-12 08:10:00;https://ostukorvid.ee/tooted/a0e09287-d8ec-4167-8b72-740abf6968c2/vein-3-passo-roosa-kuiv-oko-12percentvol-075l
Laurent Mique Père et Fils Sauvignon Blanc KGT vein 12%, 750 ml;750.0;12.0;90.0;11.264;Prisma;7.99;2022-08-30 15:10:00;https://ostukorvid.ee/tooted/b283ecdf-91b8-435d-a798-6d2cc692007d/laurent-mique-pere-et-fils-sauvignon-blanc-kgt-vein-12percent-750-ml
Vein Curly Sheep Sauvignon Blanc White 12%vol 0,75l;750.0;12.0;90.0;11.264;Rimi;7.99;2025-11-12 08:19:00;https://ostukorvid.ee/tooted/6780db60-59de-4446-81cf-56489f7a0aa5/vein-curly-sheep-sauvignon-blanc-white-12percentvol-075l
Vein Bio Cantine Torri With Love 12%vol 0,75l;750.0;12.0;90.0;11.264;Rimi;7.99;2025-11-12 08:24:00;https://ostukorvid.ee/tooted/7e6a7e62-a44a-4f1a-b34c-1735b3072593/vein-bio-cantine-torri-with-love-12percentvol-075l
Calvet Sauvignon Blanc Pays d'oc KGT vein 12%vol 750ml;750.0;12.0;90.0;11.264;Selver;7.99;2024-06-20 15:24:00;https://ostukorvid.ee/tooted/4dd54352-5abf-4c1a-8762-c61f8a7b6992/calvet-sauvignon-blanc-pays-doc-kgt-vein-12percentvol-750ml
Baron Montalto Pinot Grigio Blush KGT vein 12%vol 750ml;750.0;12.0;90.0;11.264;Selver;7.99;2025-04-16 15:26:00;https://ostukorvid.ee/tooted/2ca42b3e-7a53-4871-8a6c-e1f9907f8f93/baron-montalto-pinot-grigio-blush-kgt-vein-12percentvol-750ml
Blossa 23 Glögg glögi aromatiseeritud vein 15%vol 750ml;750.0;15.0;112.5;11.261;Prisma;9.99;2024-01-22 15:16:00;https://ostukorvid.ee/tooted/4bcd368c-a38d-427b-884d-10400a35dcbc/blossa-23-glogg-glogi-aromatiseeritud-vein-15percentvol-750ml
Vahuvein PRINCE HENRY  Demi-Sec 11% 75cl;750.0;11.0;82.5;11.224;Maxima;7.35;2025-11-12 05:22:00;https://ostukorvid.ee/tooted/fb8c4ed9-9352-4b93-a2a3-79af0e6ce6a4/vahuvein-prince-henry-demi-sec-11percent-75cl
Maori Bay Pinot Grigio 11.5% 750ml;750.0;11.5;86.25;11.216;Selver;7.69;2025-07-15 15:16:00;https://ostukorvid.ee/tooted/023694be-a279-4a47-b6fc-6271b7da0738/maori-bay-pinot-grigio-115percent-750ml
Silk and Spice Red Blend vein 13%, 750 ml;750.0;13.0;97.5;11.207;Hinnapomm;8.7;2025-11-12 07:20:00;https://ostukorvid.ee/tooted/aeb94c2f-4a11-4898-9a7b-4ff1e6faa028/silk-and-spice-red-blend-vein-13percent-750-ml
Aromatiseeritud veinijook Sangria 7%vol 1,5l;1500.0;7.0;105.0;11.182;Rimi;9.39;2025-11-12 08:14:00;https://ostukorvid.ee/tooted/088857cd-cec7-442b-bfa3-953912073dcd/aromatiseeritud-veinijook-sangria-7percentvol-15l
Villa Borghett Pasqua Soave Classico 12,5% 750ml;750.0;12.5;93.75;11.174;Kaupmees;8.39;2025-11-12 06:09:00;https://ostukorvid.ee/tooted/d022b592-351d-41d2-9a00-b5a8e9e9a7f6/villa-borghett-pasqua-soave-classico-125percent-750ml
Maori Bay Shiraz Rose GT vein 12,5%vol 750ml;750.0;12.5;93.75;11.174;Maxima;8.39;2025-11-12 06:16:00;https://ostukorvid.ee/tooted/9eba62d7-cff9-495b-8401-8e3c0a36c9ba/maori-bay-shiraz-rose-gt-vein-125percentvol-750ml
